state,year,target_beni_core_score,beni_rank_within_year,priority_band_within_year,pupil_teacher_ratio,pupil_classroom_ratio,unqualified_teacher_share,bad_classroom_share,enrolment_per_school,matching_grant_million_naira,core_indicator_completeness,split_group,model_ready_flag,source_note,target_beni_expanded_score,beni_expanded_rank,nbs_socioeconomic_need_proxy,school_age_basic_population,dmo_domestic_debt_stock_naira,fiscal_pressure_band,matching_grant_2018_2022_naira,cv_fold,source_file,source_sheets,merge_status,cleaning_status,interim_note
Enugu,2019,0.18026885653813518,36,Lower Need,20.333397374319564,24.079023206431064,0.08267691322446366,0.4814196875473988,119.00524737631184,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Enugu,2020,0.18375922485096655,35,Lower Need,21.034688066269737,24.694423339917947,0.0832254724307533,0.4822975231727701,122.0533233195644,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Enugu,2022,0.2466415230998113,24,Medium Need,17.92773995168021,17.966213613602598,0.11624203821656051,0.5735981951246355,215.79643093192334,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.31092872542172634,25.0,0.540537,1434154.0,89887652914.75,Low,5859890077.45,4.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
FCT,2018,0.21514487644267927,32,Lower Need,18.581970330924307,51.36233407806545,0.18871243818942562,0.31305033512945196,338.95576756287943,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
FCT,2019,0.19220859098191284,30,Lower Need,21.079859072225485,51.89762123800762,0.12149682378690012,0.31305033512945196,342.4882914137034,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
FCT,2020,0.19400097378112788,29,Lower Need,21.122291512525102,52.526744644499935,0.12112884473100095,0.31305033512945196,346.94097222222223,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
FCT,2022,0.2290236937480151,27,Lower Need,17.288137976285327,46.458060453400506,0.07409663964006187,0.4125944584382871,450.3992673992674,1204.45235375,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.2348073799805532,32.0,0.283288,880840.0,112489595162.94,Medium,5859890077.43,5.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Gombe,2018,0.3947217937534817,12,High Need,29.84801077496892,59.95068151076891,0.38178615830915874,0.4469878264488607,273.85266159695817,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Gombe,2019,0.3971267611663291,13,High Need,33.136071223434804,60.02486733950681,0.3743251005169443,0.4469878264488607,274.1915399239544,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Gombe,2020,0.4041004143863064,12,High Need,36.34137801675628,60.4769534907918,0.3756408653244967,0.4469878264488607,276.25665399239546,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Gombe,2022,0.36315436714206206,15,Medium Need,38.26425492442844,66.57827779360106,0.2587984940252087,0.41374727048324317,354.355229914098,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.5310978991752059,11.0,0.722098,1413214.0,139096654264.82,Medium,5859890077.440001,1.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Imo,2018,0.5290905925048779,4,High Need,81.94613883754364,66.57418762774789,0.2746970630519614,0.5093229883619071,563.3543946346629,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Imo,2019,0.4668264257300331,8,High Need,98.79564437295056,66.6096858966337,0.06310709645486605,0.5093229883619071,563.6547829156372,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Imo,2020,0.477922840589326,7,High Need,103.11116748049972,67.82463604888834,0.06322531549242184,0.5093229883619071,574.3412221829742,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Imo,2022,0.5933318135572309,2,High Need,107.86888761795825,72.84652150823155,0.0802116099513869,0.5592622990392507,958.0126984126985,0.0,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.5878903638692669,7.0,0.366297,1754241.0,207520959471.52,High,3708791059.2,2.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Jigawa,2018,0.3938673594440414,13,High Need,53.57270466893821,67.61343561134356,0.41403444147711577,0.3369363086936309,235.5246963562753,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Jigawa,2019,0.43551481005677345,11,High Need,83.29257422183883,67.33397257089726,0.3990367335202358,0.3369363086936309,234.55121457489878,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Jigawa,2020,0.45901547115802827,10,High Need,94.5611217641419,68.77771966527196,0.4027644614892937,0.3369363086936309,239.58036437246963,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Jigawa,2022,0.4071738761055451,13,High Need,47.08200381748118,71.25168955744495,0.22926495480246337,0.4541639415740135,422.2629198966408,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.523873796489069,12.0,0.66713,2757744.0,44406862432.83,Low,5859890077.440001,3.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kaduna,2018,0.4799257215159544,8,High Need,62.069822908592215,73.57219591490565,0.2253890644565023,0.5590147713619337,347.04884147357893,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kaduna,2019,0.4597884704924147,9,High Need,60.69115026148947,73.4071665842109,0.18435737867765215,0.5590147713619337,346.2703783963994,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kaduna,2020,0.4661699408652077,9,High Need,63.009138147285434,74.56088769524348,0.183390073463537,0.5590147713619337,351.712618769795,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kaduna,2022,0.4986371728304316,4,High Need,57.97628250577499,77.4037985892699,0.16153969306772178,0.5837124797703747,539.684266553119,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.5567249427187381,9.0,0.481345,2750033.0,86863069011.79,Low,5859890077.440001,4.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kano,2018,0.42732968917273373,10,High Need,55.79363978601149,82.87819286480122,0.35572758923264175,0.34723652952677275,363.54361859092586,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kano,2019,0.4497240868103294,10,High Need,73.08518359978412,82.5559736792314,0.3436935847090134,0.34723652952677275,362.1302102545186,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kano,2020,0.45651764309979714,11,High Need,74.81915452770686,83.79267138982908,0.3455849226610602,0.34723652952677275,367.5888591718159,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kano,2022,0.4765985254552489,7,High Need,66.74941329856584,90.46223436837393,0.15652325076053888,0.4733072609904349,559.0797903319743,1204.45235412,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.5585826974055309,8.0,0.558577,5456652.0,125186662228.72,Medium,5859890077.8,5.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Katsina,2018,0.541670417505997,2,High Need,70.41811356170813,98.0320979051435,0.31553261379633973,0.45585993641391925,482.9253379103197,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Katsina,2019,0.5326277472881025,3,High Need,73.0603448275862,95.11180282048025,0.31646063760572546,0.44327277347223987,473.9132728423718,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Katsina,2020,0.5387386580363295,3,High Need,77.53604126810605,95.52335858585859,0.31443017217819075,0.44053030303030305,476.4137279596977,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Katsina,2022,0.661693597847635,1,High Need,84.98893581081082,128.22524741961516,0.2715653153153153,0.42573163997791275,946.0379191476027,1204.45235375,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.7809727773862591,1.0,0.635673,3844428.0,62374809154.32,Low,5859890077.43,1.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kebbi,2018,0.4846117619018034,6,High Need,27.313742800689454,55.73100017155601,0.4409971833354353,0.5911820209298336,253.3978159126365,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kebbi,2019,0.4793120949772255,7,High Need,29.929037895511406,55.822353748498884,0.4179083885209713,0.5911820209298336,253.81318252730108,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kebbi,2020,0.4778041463084846,8,High Need,29.411176839652235,56.29447589638017,0.41350721520121897,0.5911820209298336,255.95982839313572,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kebbi,2022,0.42612297365964674,10,High Need,39.293047152597715,69.86996243169399,0.3069720541630654,0.4692622950819672,378.850462962963,1204.45235375,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.6208063949845395,5.0,0.807484,1951520.0,60131306074.57,Low,5859890077.43,2.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kogi,2018,0.19823595897757976,37,Lower Need,14.65825977301387,20.87759049461177,0.18532350373460083,0.46691074882564243,103.67890222984563,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kogi,2019,0.1879185080233687,32,Lower Need,25.88686661539776,20.928018789720916,0.11749124156199266,0.46691074882564243,103.92933104631217,1519.86407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kogi,2020,0.18881607883081242,31,Lower Need,26.120765074191613,21.03771760154739,0.11802041341452955,0.46691074882564243,104.47409948542024,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kogi,2022,0.18563692317607422,35,Lower Need,18.13769201948295,19.273855341738553,0.11464968152866242,0.48964830789648306,116.13634546181527,1204.45235375,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.27121871059127395,28.0,0.561469,1234128.0,90156501322.0,Low,5859870077.43,3.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kwara,2018,0.2132890400670014,33,Lower Need,12.798364799747215,25.808761449621663,0.23414171735524134,0.4440461967343688,110.10159700985389,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kwara,2019,0.185600554751789,34,Lower Need,15.849512916202201,26.047232178414973,0.15586681529588522,0.4440461967343688,111.11892626571526,1519.74289016,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kwara,2020,0.18650200186808868,33,Lower Need,16.583174762143216,26.32689402973209,0.15458187280921382,0.44319898243103584,112.3739395995928,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Kwara,2022,0.22585537037890963,28,Lower Need,16.634483070794857,29.500602071124668,0.12348361397791055,0.5073452677209601,179.87714145863924,0.0,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.2657256429926266,30.0,0.39239,1108383.0,109551279948.44,Medium,4655296534.98,4.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Lagos,2018,0.2773453310387093,24,Medium Need,36.52562105080931,57.734368586673966,0.27784990911451574,0.2808181693802162,346.16940114848234,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Lagos,2019,0.22470886578073154,24,Medium Need,47.58268066433372,58.601108222739086,0.10576015108593012,0.2808181693802162,351.3662838392125,1519.74289016,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Lagos,2020,0.23084706439127434,24,Medium Need,49.955062013267955,59.240046517991516,0.1067781944043842,0.2808181693802162,355.3430447271235,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Lagos,2022,0.18775775124095123,34,Lower Need,35.416019274264926,49.82299232205852,0.10964696627003638,0.2363560904752023,483.41677852348994,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.16174238073952138,37.0,0.083087,3782715.0,877035995031.7,High,5859748888.74,5.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Nasarawa,2018,0.3306133504024309,19,Medium Need,18.1448610048457,39.61799754983851,0.2443254271869421,0.5560752867802651,213.2673860911271,1473.83284521,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Nasarawa,2019,0.3341412535820715,19,Medium Need,31.353277104199613,39.7441808664662,0.20093129502723597,0.5560752867802651,213.94664268585132,1519.88407816,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Nasarawa,2020,0.3294669617978016,19,Medium Need,28.643971970058928,40.06136540817463,0.19835961140308966,0.5560752867802651,215.65407673860912,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Nasarawa,2022,0.285067386419778,20,Medium Need,22.144674750612268,34.40593967517401,0.17567648288632698,0.5321577726218097,212.08466819221968,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.36395511677989006,21.0,0.465279,901756.0,72627065374.64,Low,5859890076.75,1.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Niger,2018,0.40040349304140516,11,High Need,27.80205378068336,48.15537869885696,0.28515480448994696,0.5972652494391625,202.9637550652859,1473.83284551,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Niger,2019,0.4001508267781973,12,High Need,32.282329819546185,48.25451340668732,0.2667143112381633,0.5972652494391625,203.38158487167942,1519.86407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Niger,2020,0.399714732150612,13,High Need,31.46290166873535,48.742121568208525,0.26592883740173767,0.5972652494391625,205.52927927927928,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
